date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:22:38	78460/78460	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202024%2001:22:26%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.woff2	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:39	92136/92136	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202024%2001:22:26%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.woff	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:40	67909/67909	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Apr%202024%2000:54:00%20GMT	https://bfarm.com/wp-content/uploads/2023/06/4826_p1_20210709RuralBroadbandKWH-6-2_fmt.jpg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/4826_p1_20210709RuralBroadbandKWH-6-2_fmt.jpg	(from https://bfarm.com/privacy-policy/)
17:22:40	136516/136516	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:26%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:41	20060/20060	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20May%202025%2022:59:38%20GMT	https://bfarm.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minf25c.css	(from https://bfarm.com/about/)
17:22:41	53269/53269	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20May%202025%2022:59:38%20GMT	https://bfarm.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.5	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/plugins/elementor/assets/css/frontend.min3ea8.css	(from https://bfarm.com/about/)
17:22:41	1229/1229	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20May%202025%2023:27:53%20GMT	https://bfarm.com/wp-content/uploads/elementor/css/post-873.css?ver=1748474873	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/elementor/css/post-873b863.css	(from https://bfarm.com/about/)
17:22:41	470844/470844	---MCZ	200	added ('OK')	text/css	date:Fri,%2020%20Sep%202024%2001:13:13%20GMT	https://bfarm.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.23.3	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/plugins/elementor-pro/assets/css/frontend.min28fc.css	(from https://bfarm.com/about/)
17:22:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:43%20GMT	https://bfarm.com/?p=3	C:/My%20Web%20Sites/Samuel/bfarm.com/index2207.html	(from https://bfarm.com/privacy-policy/)
17:22:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:43%20GMT	https://bfarm.com/?p=261	C:/My%20Web%20Sites/Samuel/bfarm.com/indexd89d.html	(from https://bfarm.com/about/)
17:22:43	589281/589281	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:43%20GMT	https://bfarm.com/wp-content/uploads/2023/07/bowles-about-1.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/07/bowles-about-1.png	(from https://bfarm.com/about/)
17:22:43	124551/124551	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:00%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-2-7.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-2-7.png	(from https://bfarm.com/about/)
17:22:44	167074/167074	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:06%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-3-5.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-3-5.png	(from https://bfarm.com/about/)
17:22:44	50695/50695	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:54:57%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-2-1.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-2-1.png	(from https://bfarm.com/about/)
17:22:44	218125/218125	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:16%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-5-3.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-5-3.png	(from https://bfarm.com/about/)
17:22:45	117011/117011	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:12%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-42.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-42.png	(from https://bfarm.com/about/)
17:22:45	130195/130195	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:17%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-6-2.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-6-2.png	(from https://bfarm.com/about/)
17:22:45	131957/131957	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:54:49%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-1-9.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-1-9.png	(from https://bfarm.com/about/)
17:22:46	158408/158408	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:18%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-7-3.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-7-3.png	(from https://bfarm.com/about/)
17:22:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:47%20GMT	https://bfarm.com/?p=455	C:/My%20Web%20Sites/Samuel/bfarm.com/index9e38.html	(from https://bfarm.com/our-history/)
17:22:47	1643533/1643533	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:46%20GMT	https://bfarm.com/wp-content/uploads/2023/07/Image-11.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/07/Image-11.png	(from https://bfarm.com/our-history/)
17:22:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:48%20GMT	https://bfarm.com/contact	C:/My%20Web%20Sites/Samuel/bfarm.com/contact	(from https://bfarm.com/our-history/)
17:22:48	220197/220197	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:54:53%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-12.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-12.png	(from https://bfarm.com/our-expert-team/)
17:22:48	175313/175313	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Apr%202024%2000:58:03%20GMT	https://bfarm.com/wp-content/uploads/2024/02/photo-of-harvesting-equipment-in-a-field.jpg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2024/02/photo-of-harvesting-equipment-in-a-field.jpg	(from https://bfarm.com/our-community/)
17:22:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:49%20GMT	https://bfarm.com/?p=561	C:/My%20Web%20Sites/Samuel/bfarm.com/index4e57.html	(from https://bfarm.com/our-expert-team/)
17:22:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:50%20GMT	https://bfarm.com/?p=527	C:/My%20Web%20Sites/Samuel/bfarm.com/index9a9b.html	(from https://bfarm.com/our-community/)
17:22:49	182947/182947	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:57:36%20GMT	https://bfarm.com/wp-content/uploads/2023/11/Image2.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/11/Image2.png	(from https://bfarm.com/our-community/)
17:22:50	813139/813139	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2022:17:38%20GMT	https://bfarm.com/wp-content/uploads/2024/05/DJI_0796-2-scaled-e1715897858792.jpg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2024/05/DJI_0796-2-scaled-e1715897858792.jpg	(from https://bfarm.com/our-crops/)
17:22:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:51%20GMT	https://bfarm.com/?p=159	C:/My%20Web%20Sites/Samuel/bfarm.com/indexb950.html	(from https://bfarm.com/our-crops/)
17:22:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:51%20GMT	https://bfarm.com/contact	C:/My%20Web%20Sites/Samuel/bfarm.com/contact	(from https://bfarm.com/our-crops/)
17:22:52	528396/528396	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:47%20GMT	https://bfarm.com/wp-content/uploads/2023/07/Image-12.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/07/Image-12.png	(from https://bfarm.com/california-crops/)
17:22:52	86974/86974	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:56:02%20GMT	https://bfarm.com/wp-content/uploads/2023/08/Image3.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/08/Image3.png	(from https://bfarm.com/california-crops/)
17:22:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:53%20GMT	https://bfarm.com/?p=458	C:/My%20Web%20Sites/Samuel/bfarm.com/indexf7f8.html	(from https://bfarm.com/california-crops/)
17:22:52	91380/91380	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:56:02%20GMT	https://bfarm.com/wp-content/uploads/2023/08/Image1.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/08/Image1.png	(from https://bfarm.com/california-crops/)
17:22:53	40047/40047	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:56:01%20GMT	https://bfarm.com/wp-content/uploads/2023/08/Image.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/08/Image.png	(from https://bfarm.com/california-crops/)
17:22:54	292009/292009	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:57:35%20GMT	https://bfarm.com/wp-content/uploads/2023/11/Image-background-1.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/11/Image-background-1.png	(from https://bfarm.com/cotton/)
17:22:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:55%20GMT	https://bfarm.com/?p=649	C:/My%20Web%20Sites/Samuel/bfarm.com/index7b0e.html	(from https://bfarm.com/cotton/)
17:22:54	274018/274018	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:25%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image12.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image12.png	(from https://bfarm.com/organic-crops/)
17:22:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:55%20GMT	https://bfarm.com/?p=629	C:/My%20Web%20Sites/Samuel/bfarm.com/indexe703.html	(from https://bfarm.com/organic-crops/)
17:22:55	497797/497797	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:48%20GMT	https://bfarm.com/wp-content/uploads/2023/07/Image-13.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/07/Image-13.png	(from https://bfarm.com/crop-partners/)
17:22:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:56%20GMT	https://bfarm.com/?p=583	C:/My%20Web%20Sites/Samuel/bfarm.com/index61a9.html	(from https://bfarm.com/crop-partners/)
17:22:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:56%20GMT	https://bfarm.com/contact	C:/My%20Web%20Sites/Samuel/bfarm.com/contact	(from https://bfarm.com/crop-partners/)
17:22:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:57%20GMT	https://bfarm.com/?p=355	C:/My%20Web%20Sites/Samuel/bfarm.com/indexc9bf.html	(from https://bfarm.com/stewardship/)
17:22:57	323565/323565	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:10%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-4.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-4.png	(from https://bfarm.com/the-land/)
17:22:57	1382300/1382300	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:54:13%20GMT	https://bfarm.com/wp-content/uploads/2023/06/bg-stewardship.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/bg-stewardship.png	(from https://bfarm.com/stewardship/)
17:22:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:58%20GMT	https://bfarm.com/?p=504	C:/My%20Web%20Sites/Samuel/bfarm.com/indexbc6e.html	(from https://bfarm.com/the-land/)
17:22:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:22:58%20GMT	https://bfarm.com/?p=662	C:/My%20Web%20Sites/Samuel/bfarm.com/indexfc9a.html	(from https://bfarm.com/renewable-energy/)
17:22:58	3082/3082	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202024%2000:54:32%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Group-236-1.svg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Group-236-1.svg	(from https://bfarm.com/renewable-energy/)
17:22:59	1421277/1421277	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:11%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-40.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-40.png	(from https://bfarm.com/renewable-energy/)
17:22:59	2950/2950	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202024%2000:54:32%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Group-238-1.svg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Group-238-1.svg	(from https://bfarm.com/renewable-energy/)
17:22:59	1668/1668	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202024%2000:54:32%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Group-239-1.svg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Group-239-1.svg	(from https://bfarm.com/renewable-energy/)
17:23:00	234435/234435	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:22%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Image-9.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Image-9.png	(from https://bfarm.com/our-employees/)
17:23:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:23:01%20GMT	https://bfarm.com/?p=548	C:/My%20Web%20Sites/Samuel/bfarm.com/index1dc8.html	(from https://bfarm.com/our-employees/)
17:23:00	485437/485437	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:54:27%20GMT	https://bfarm.com/wp-content/uploads/2023/06/farm-management.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/farm-management.png	(from https://bfarm.com/farm-management/)
17:23:01	173654/173654	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:57:35%20GMT	https://bfarm.com/wp-content/uploads/2023/11/image.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/11/image.png	(from https://bfarm.com/farm-management/)
17:23:01	217333/217333	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:57:32%20GMT	https://bfarm.com/wp-content/uploads/2023/11/image-2.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/11/image-2.png	(from https://bfarm.com/farm-management/)
17:23:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:23:02%20GMT	https://bfarm.com/?p=318	C:/My%20Web%20Sites/Samuel/bfarm.com/indexcb8c.html	(from https://bfarm.com/farm-management/)
17:23:01	391168/391168	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:30%20GMT	https://bfarm.com/wp-content/uploads/2023/06/news-bowles.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/news-bowles.png	(from https://bfarm.com/news/)
17:23:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:23:03%20GMT	https://bfarm.com/contact	C:/My%20Web%20Sites/Samuel/bfarm.com/contact	(from https://bfarm.com/news/)
17:23:02	33770/33770	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:03%20GMT	https://bfarm.com/category/farming/	C:/My%20Web%20Sites/Samuel/bfarm.com/category/farming/index.html	(from https://bfarm.com/news/)
17:23:04	31361/31361	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:03%20GMT	https://bfarm.com/category/industry/	C:/My%20Web%20Sites/Samuel/bfarm.com/category/industry/index.html	(from https://bfarm.com/news/)
17:23:04	31081/31081	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:03%20GMT	https://bfarm.com/category/innovation/	C:/My%20Web%20Sites/Samuel/bfarm.com/category/innovation/index.html	(from https://bfarm.com/news/)
17:23:04	31075/31075	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:04%20GMT	https://bfarm.com/category/partners/	C:/My%20Web%20Sites/Samuel/bfarm.com/category/partners/index.html	(from https://bfarm.com/news/)
17:23:04	11388/11388	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Jul%202025%2002:40:53%20GMT	https://bfarm.com/wp-content/plugins/akismet/_inc/akismet-frontend.js?ver=1752633653	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/plugins/akismet/_inc/akismet-frontendd888.js	(from https://bfarm.com/news/)
17:23:06	31066/31066	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:05%20GMT	https://bfarm.com/category/press/	C:/My%20Web%20Sites/Samuel/bfarm.com/category/press/index.html	(from https://bfarm.com/news/)
17:23:06	39268/39268	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:05%20GMT	https://bfarm.com/category/uncategorized/	C:/My%20Web%20Sites/Samuel/bfarm.com/category/uncategorized/index.html	(from https://bfarm.com/news/)
17:23:06	52032/52032	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:06%20GMT	https://bfarm.com/owyhee-produce-partners-with-bowles-farming-in-central-valley/	C:/My%20Web%20Sites/Samuel/bfarm.com/owyhee-produce-partners-with-bowles-farming-in-central-valley/index.html	(from https://bfarm.com/news/)
17:23:06	47173/47173	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:06%20GMT	https://bfarm.com/bowles-farming-planted-hemp-in-2019-heres-what-they-learned/	C:/My%20Web%20Sites/Samuel/bfarm.com/bowles-farming-planted-hemp-in-2019-heres-what-they-learned/index.html	(from https://bfarm.com/news/)
17:23:06	407274/407274	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:54:19%20GMT	https://bfarm.com/wp-content/uploads/2023/06/contact-bg-1-1.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/contact-bg-1-1.png	(from https://bfarm.com/contact/)
17:23:07	44594/44594	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:07%20GMT	https://bfarm.com/watch-the-food-supply-chain-breakdown/	C:/My%20Web%20Sites/Samuel/bfarm.com/watch-the-food-supply-chain-breakdown/index.html	(from https://bfarm.com/news/)
17:23:08	43039/43039	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:08%20GMT	https://bfarm.com/kcwas-2020-water-summit-focuses-on-presidents-memo-on-water-allocation-and-fish/	C:/My%20Web%20Sites/Samuel/bfarm.com/kcwas-2020-water-summit-focuses-on-presidents-memo-on-water-allocation-and-fish/index.html	(from https://bfarm.com/news/)
17:23:08	4678/4678	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:08%20GMT	https://bfarm.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Samuel/bfarm.com/cdn-cgi/l/email-protection.html	(from https://bfarm.com/contact/)
17:23:09	85262/85262	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:08%20GMT	https://bfarm.com/native-plants-for-textiles-3-bast-fibers-to-know-beyond-hemp-and-flax/	C:/My%20Web%20Sites/Samuel/bfarm.com/native-plants-for-textiles-3-bast-fibers-to-know-beyond-hemp-and-flax/index.html	(from https://bfarm.com/news/)
17:23:09	49987/49987	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:09%20GMT	https://bfarm.com/farmers-discuss-changes-brought-by-technology/	C:/My%20Web%20Sites/Samuel/bfarm.com/farmers-discuss-changes-brought-by-technology/index.html	(from https://bfarm.com/news/)
17:23:10	47055/47055	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:09%20GMT	https://bfarm.com/labor-regulations-impact-farmers/	C:/My%20Web%20Sites/Samuel/bfarm.com/labor-regulations-impact-farmers/index.html	(from https://bfarm.com/news/)
17:23:10	39345/39345	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:10%20GMT	https://bfarm.com/news/page/2/	C:/My%20Web%20Sites/Samuel/bfarm.com/news/page/2/index.html	(from https://bfarm.com/news/)
17:23:11	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268925696-4d7%22	https://bfarm.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Samuel/bfarm.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://bfarm.com/contact/)
17:23:12	32176/32176	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:11%20GMT	https://bfarm.com/news/page/4/	C:/My%20Web%20Sites/Samuel/bfarm.com/news/page/4/index.html	(from https://bfarm.com/news/)
17:23:12	39048/39048	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:23:11%20GMT	https://bfarm.com/news/page/3/	C:/My%20Web%20Sites/Samuel/bfarm.com/news/page/3/index.html	(from https://bfarm.com/news/)
17:23:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:23:12%20GMT	https://bfarm.com/?p=410	C:/My%20Web%20Sites/Samuel/bfarm.com/index0ed6.html	(from https://bfarm.com/contact/)
17:23:12	26537/26537	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Aug%202025%2016:23:13%20GMT	https://bfarm.com/perguntas-frequentes	C:/My%20Web%20Sites/Samuel/bfarm.com/perguntas-frequentes	(from https://bfarm.com/rebecca-burgesss-quest-to-transform-cotton-into-a-regenerative-crop/)
17:23:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2016:23:13%20GMT	https://bfarm.com/?p=129	C:/My%20Web%20Sites/Samuel/bfarm.com/index1c00.html	(from https://bfarm.com/rebecca-burgesss-quest-to-transform-cotton-into-a-regenerative-crop/)
17:23:14	127501/127501	---M--	200	added ('OK')	image/jpeg	etag:CJeDjLaY8vICEAE=	https://images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1631200764926-H83ICY47A9DGP47B3HOZ/047-BowlesFibershed08062018paigegreen-1024x683-1.jpeg?format=1500w	C:/My%20Web%20Sites/Samuel/images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1631200764926-H83ICY47A9DGP47B3HOZ/047-BowlesFibershed08062018paigegreen-1024x683-126f7.jpg	(from https://bfarm.com/rebecca-burgesss-quest-to-transform-cotton-into-a-regenerative-crop/)
17:23:15	234659/234659	---M--	200	added ('OK')	image/jpeg	etag:CMrJs/qY8vICEAE=	https://images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1631200917016-EPNYS63WRN64HOR1AZAV/055-BowlesFibershed08062018paigegreen-1024x683-1.jpeg?format=1500w	C:/My%20Web%20Sites/Samuel/images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1631200917016-EPNYS63WRN64HOR1AZAV/055-BowlesFibershed08062018paigegreen-1024x683-126f7.jpg	(from https://bfarm.com/rebecca-burgesss-quest-to-transform-cotton-into-a-regenerative-crop/)
17:23:15	83450/83450	---M--	200	added ('OK')	image/jpeg	etag:CN2Q7tSZ8vICEAE=	https://images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1631201107100-R9WX7ZBVVVWWBHD7GJVK/058-BowlesFibershed08062018paigegreen-1024x683-1.jpeg?format=1500w	C:/My%20Web%20Sites/Samuel/images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1631201107100-R9WX7ZBVVVWWBHD7GJVK/058-BowlesFibershed08062018paigegreen-1024x683-126f7.jpg	(from https://bfarm.com/rebecca-burgesss-quest-to-transform-cotton-into-a-regenerative-crop/)
17:23:16	14186/14186	---M--	200	added ('OK')	image/jpeg	etag:CKCtz6yf0vICEAE=	https://images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1630103121502-XQGJGB6EFA9KXXXCYNHL/technology.jpg?format=300w	C:/My%20Web%20Sites/Samuel/images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1630103121502-XQGJGB6EFA9KXXXCYNHL/technology274f.jpg	(from https://bfarm.com/farm-tech-depends-on-broadband-access/)
17:23:16	54709/54709	---M--	200	added ('OK')	image/jpeg	etag:CO7OnI2Yy+sCEAE=	https://images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1593033000613-G4YSAJ54U1DWOIZ3XK2E/cannon_michael.jpg?format=500w	C:/My%20Web%20Sites/Samuel/images.squarespace-cdn.com/content/v1/5c2ea040ec4eb77e428a1d82/1593033000613-G4YSAJ54U1DWOIZ3XK2E/cannon_michael3794.jpg	(from https://bfarm.com/how-bowles-farming-company-supports-people-and-birds-even-during-a-pandemic/)
